H1_predictor,H1_outcome,H1_beta,H1_ci_lower,H1_ci_upper,H1_raw_p,H1_n,H2a_age_predictor,H2a_age_outcome,H2a_age_beta,H2a_age_ci_lower,H2a_age_ci_upper,H2a_age_raw_p,H2a_age_n,H2b_fev1_predictor,H2b_fev1_outcome,H2b_fev1_beta,H2b_fev1_ci_lower,H2b_fev1_ci_upper,H2b_fev1_raw_p,H2b_fev1_n,H3_predictor,H3_outcome,H3_beta,H3_ci_lower,H3_ci_upper,H3_raw_p,H3_n,H3_spearman_predictor,H3_spearman_outcome,H3_spearman_beta,H3_spearman_ci_lower,H3_spearman_ci_upper,H3_spearman_raw_p,H3_spearman_n
publication_year,progress_plus_composite_score,-0.054748062015492066,-0.16840412878852073,0.0589080047575366,0.3393366149057324,64,publication_year,age_mean,-0.12517184945866539,-0.32586704952016476,0.07552335060283397,0.216799179106416,59,publication_year,fev1_pct_mean,0.17232568171358653,-0.44354008695952585,0.7881914503866989,0.5761743981262866,49,equity_score (adj. year),digital_inclusiveness_score,0.04702683014523801,-0.20039466858038163,0.29444832887085765,0.7052181816598263,64,equity_score,digital_inclusiveness_score,0.09281724719813993,,,0.46570805466478943,64
