n_trials,n_arms,year_range,total_participants,n_countries,pct_primary,pct_secondary,pct_community,age_mean_pooled,age_mean_ci_lo,age_mean_ci_hi,gender_pct_female_pooled,gender_pct_female_ci_lo,gender_pct_female_ci_hi,fev1_pct_mean_pooled,fev1_pct_mean_ci_lo,fev1_pct_mean_ci_hi,bmi_mean_pooled,bmi_mean_ci_lo,bmi_mean_ci_hi
64,134,2006-2023,13953,21,6.25,73.4375,6.25,69.7873022947926,68.3510624635494,71.2235421260358,46.036645001095444,41.031540458945955,51.04174954324493,47.510788995456835,45.38600847264532,49.63556951826835,26.46234685277851,25.593508631003914,27.331185074553105
