H1_predictor,H1_outcome,H1_beta,H1_ci_lower,H1_ci_upper,H1_raw_p,H1_n,H2a_age_predictor,H2a_age_outcome,H2a_age_beta,H2a_age_ci_lower,H2a_age_ci_upper,H2a_age_raw_p,H2a_age_n,H2b_fev1_predictor,H2b_fev1_outcome,H2b_fev1_beta,H2b_fev1_ci_lower,H2b_fev1_ci_upper,H2b_fev1_raw_p,H2b_fev1_n,H3_predictor,H3_outcome,H3_beta,H3_ci_lower,H3_ci_upper,H3_raw_p,H3_n
publication_year,equity_score,-0.05474806201549058,-0.1684041287885194,0.058908004757538254,0.339336614905746,64,publication_year,age_mean,-0.12517184945864546,-0.32586704952014056,0.07552335060284968,0.21679917910647872,59,publication_year,fev1_pct_mean,0.17232568171358584,-0.4435400869595274,0.7881914503866991,0.5761743981262883,49,equity_score (adj. year),digital_inclusiveness_score,0.04702683014523827,-0.20039466858038146,0.294448328870858,0.7052181816598249,64
